,satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary
2368,0.87,0.65,4.0,246,2.0,Yes,No,No,sales,low
2369,0.19,0.98,5.0,226,4.0,Yes,No,No,accounting,low
2370,0.33,0.4,4.0,212,2.0,Yes,No,No,accounting,low
2371,0.94,0.93,4.0,220,3.0,No,No,No,accounting,low
2372,0.77,0.49,4.0,266,2.0,No,No,No,hr,low
2373,0.48,0.82,3.0,183,2.0,No,No,No,hr,low
2374,0.7,0.74,5.0,263,3.0,Yes,No,No,hr,low
2375,0.54,0.93,4.0,161,4.0,Yes,No,No,hr,low
2376,0.61,0.98,4.0,199,2.0,No,No,No,technical,low
2377,0.97,0.4,4.0,258,4.0,Yes,No,No,technical,medium
2378,0.6,0.85,3.0,209,2.0,Yes,No,No,technical,medium
2379,0.93,0.84,5.0,135,3.0,No,No,No,technical,medium
2380,0.48,0.69,4.0,222,2.0,No,No,No,technical,medium
2381,0.16,0.76,5.0,192,3.0,No,No,No,technical,medium
2382,0.18,0.75,3.0,250,3.0,No,No,No,technical,medium
2383,0.84,0.75,3.0,187,3.0,Yes,No,No,technical,medium
2384,0.69,0.63,4.0,217,3.0,No,No,No,technical,medium
2385,0.22,0.88,4.0,213,3.0,Yes,No,No,technical,medium
2386,0.83,0.52,4.0,273,3.0,No,No,No,technical,medium
2387,0.58,0.5,2.0,132,3.0,No,No,No,support,medium
2388,0.61,0.62,4.0,140,3.0,Yes,No,No,support,medium
2389,0.67,0.5,4.0,173,2.0,Yes,No,No,support,high
2390,0.56,0.76,4.0,189,2.0,No,No,No,support,low
2391,0.74,0.74,3.0,156,3.0,No,No,No,support,medium
2392,0.92,0.97,4.0,238,5.0,Yes,No,No,support,medium
2393,0.81,0.68,5.0,230,2.0,No,No,No,support,medium
2394,0.48,0.49,4.0,242,2.0,Yes,No,No,support,medium
2395,0.73,0.72,4.0,197,3.0,No,No,No,support,low
2396,0.97,0.66,6.0,164,5.0,No,No,No,support,low
2397,0.15,0.51,6.0,248,5.0,No,No,No,support,low
2398,0.69,0.76,5.0,255,6.0,No,No,No,technical,low
2399,0.61,0.68,5.0,225,4.0,No,No,No,technical,low
2400,0.86,0.58,3.0,151,2.0,No,No,No,technical,low
2401,0.55,0.88,4.0,252,3.0,No,No,No,management,low
2402,0.9,0.74,4.0,206,4.0,Yes,No,No,IT,low
2403,0.65,0.4,2.0,141,2.0,No,No,No,IT,low
2404,0.81,0.92,5.0,259,3.0,No,No,No,IT,low
2405,0.65,0.86,5.0,250,3.0,No,No,No,IT,low
2406,0.47,0.86,4.0,169,6.0,No,No,No,IT,low
2407,0.93,0.53,3.0,200,3.0,Yes,No,No,product_mng,low
2408,0.77,0.9,4.0,104,5.0,No,No,No,product_mng,low
2409,0.87,0.82,6.0,176,3.0,No,No,No,product_mng,low
2410,0.87,0.84,5.0,137,2.0,No,No,No,product_mng,low
2411,0.65,0.75,2.0,151,3.0,No,No,No,IT,low
2412,0.21,0.7,6.0,130,6.0,Yes,No,No,RandD,low
2413,0.75,0.59,4.0,199,2.0,No,No,No,RandD,low
2414,0.72,0.86,4.0,191,2.0,No,No,No,RandD,low
2415,0.88,0.63,3.0,273,3.0,Yes,No,No,RandD,low
2416,0.66,0.58,3.0,205,3.0,No,No,No,RandD,medium
2417,0.8,0.75,3.0,181,3.0,No,No,No,marketing,medium
2418,0.22,0.55,4.0,261,3.0,Yes,No,No,sales,medium
2419,0.92,0.69,3.0,192,3.0,No,No,No,accounting,medium
2420,0.54,0.77,4.0,271,3.0,No,No,No,support,medium
2421,0.91,0.56,4.0,158,3.0,No,No,No,technical,medium
2422,0.77,0.83,4.0,231,2.0,No,No,No,management,medium
2423,0.61,0.51,3.0,156,3.0,Yes,No,No,marketing,medium
2424,0.48,0.9,4.0,201,4.0,No,No,No,marketing,medium
2425,0.25,0.69,3.0,187,4.0,No,No,No,marketing,medium
2426,0.91,0.7,3.0,132,4.0,No,No,No,sales,medium
2427,0.72,0.58,5.0,147,3.0,Yes,No,No,sales,medium
2428,0.77,0.71,4.0,223,3.0,No,No,No,sales,high
2429,0.41,0.4,2.0,194,2.0,No,No,No,sales,low
2430,0.51,0.49,4.0,234,2.0,No,No,No,sales,medium
2431,0.72,0.79,3.0,149,3.0,No,No,No,sales,medium
2432,0.47,0.57,3.0,162,3.0,Yes,No,No,sales,medium
2433,0.53,0.67,4.0,238,2.0,No,No,No,sales,medium
2434,0.65,0.52,5.0,149,3.0,No,No,No,sales,low
2435,0.18,0.75,4.0,170,5.0,No,No,No,sales,low
2436,0.61,0.48,3.0,250,2.0,No,No,No,sales,low
2437,0.86,0.72,4.0,167,2.0,No,No,No,sales,low
2438,0.14,0.77,4.0,166,5.0,No,No,No,sales,low
2439,0.63,0.8,3.0,205,2.0,No,No,No,sales,low
2440,0.79,0.57,3.0,250,3.0,No,No,No,sales,low
2441,0.78,0.97,4.0,142,3.0,No,No,No,sales,low
2442,0.14,0.52,4.0,217,6.0,No,No,No,sales,low
2443,0.85,0.54,3.0,139,3.0,No,No,No,sales,low
2444,0.85,0.75,4.0,139,3.0,No,No,No,sales,low
2445,0.91,0.76,5.0,152,3.0,No,No,No,accounting,low
2446,0.76,0.74,3.0,224,2.0,No,No,No,accounting,low
2447,0.62,0.72,5.0,180,3.0,No,No,No,accounting,low
2448,0.53,0.69,4.0,216,2.0,No,No,No,hr,low
2449,0.97,0.63,3.0,133,3.0,No,No,No,hr,low
2450,0.48,0.53,4.0,271,3.0,No,No,No,hr,low
2451,0.5,0.55,4.0,148,3.0,Yes,No,No,hr,low
2452,0.32,0.42,2.0,99,4.0,No,No,No,technical,low
2453,0.58,0.77,4.0,196,2.0,Yes,No,No,technical,low
2454,0.81,0.83,3.0,196,2.0,No,No,No,technical,low
2455,0.48,0.84,4.0,228,3.0,No,No,No,technical,medium
2456,0.96,0.88,4.0,165,2.0,No,No,No,technical,medium
2457,0.56,0.9,3.0,235,2.0,No,No,No,technical,medium
2458,0.63,0.96,4.0,167,2.0,No,No,No,technical,medium
2459,0.21,0.5,5.0,255,5.0,No,No,No,technical,medium
2460,0.94,0.78,3.0,184,3.0,Yes,No,No,technical,medium
2461,0.94,0.89,4.0,239,3.0,No,No,No,technical,medium
2462,0.96,0.54,3.0,153,2.0,No,No,No,technical,medium
2463,0.49,0.5,4.0,187,5.0,Yes,No,No,support,medium
2464,0.82,0.68,2.0,285,2.0,No,No,No,support,medium
2465,0.6,0.5,3.0,274,3.0,No,No,No,support,medium
2466,0.76,0.5,3.0,156,3.0,Yes,No,No,support,medium
2467,0.69,0.64,5.0,265,2.0,Yes,No,No,support,high
2468,1.0,0.94,4.0,144,3.0,No,No,No,support,low
2469,0.62,0.66,4.0,143,3.0,No,No,No,support,medium
2470,0.4,0.99,4.0,214,6.0,Yes,No,No,support,medium
2471,0.94,0.91,3.0,163,3.0,No,No,No,support,medium
2472,0.76,0.84,4.0,236,4.0,No,No,No,support,medium
2473,0.58,0.69,3.0,146,4.0,No,No,No,support,low
2474,0.85,0.78,4.0,106,2.0,No,No,No,technical,low
2475,0.45,0.52,2.0,105,3.0,No,No,No,technical,low
2476,0.13,0.67,3.0,181,4.0,No,No,No,technical,low
2477,0.24,0.5,5.0,174,4.0,No,No,No,management,low
2478,0.64,0.69,3.0,207,2.0,Yes,No,No,IT,low
2479,0.63,0.61,6.0,118,2.0,No,No,No,IT,low
2480,0.61,0.99,4.0,251,2.0,No,No,No,IT,low
2481,0.71,0.99,2.0,136,3.0,No,No,No,IT,low
2482,0.9,0.89,5.0,249,3.0,Yes,No,No,IT,low
2483,0.17,0.76,4.0,171,5.0,No,No,No,product_mng,low
2484,0.93,0.97,3.0,256,2.0,Yes,No,No,product_mng,low
2485,0.83,0.89,5.0,141,3.0,Yes,No,No,product_mng,low
2486,0.58,0.75,4.0,186,2.0,No,No,No,product_mng,low
2487,0.76,0.5,3.0,258,3.0,No,No,No,IT,low
2488,0.5,0.78,3.0,228,2.0,No,No,No,RandD,low
2489,0.22,0.81,5.0,205,4.0,No,No,No,RandD,low
2490,0.9,0.88,4.0,174,3.0,No,No,No,RandD,low
2491,0.7,0.63,3.0,155,4.0,Yes,No,No,RandD,low
2492,0.73,0.85,5.0,245,3.0,No,No,No,RandD,low
2493,0.84,0.87,3.0,271,3.0,No,No,No,marketing,low
2494,0.55,0.63,5.0,184,4.0,No,No,No,marketing,medium
2495,0.63,0.98,4.0,175,2.0,No,No,No,sales,medium
2496,0.51,0.92,3.0,224,3.0,No,No,No,accounting,medium
2497,0.81,0.76,4.0,177,3.0,No,No,No,support,medium
2498,0.8,0.96,4.0,268,3.0,No,No,No,technical,medium
2499,0.99,0.97,4.0,208,3.0,No,No,No,management,medium
2500,0.9,0.87,5.0,219,2.0,No,No,No,marketing,medium
2501,0.65,0.67,5.0,128,5.0,No,No,No,marketing,medium
2502,0.75,0.75,3.0,273,3.0,No,No,No,marketing,medium
2503,0.62,0.49,4.0,218,4.0,No,No,No,sales,medium
2504,0.61,0.63,5.0,230,3.0,No,No,No,sales,medium
2505,0.24,0.6,4.0,195,5.0,No,No,No,sales,medium
2506,0.71,0.63,3.0,254,3.0,Yes,No,No,sales,high
2507,0.49,0.8,2.0,275,2.0,No,No,No,sales,low
2508,0.44,0.66,3.0,162,2.0,No,No,No,sales,medium
2509,0.75,0.87,4.0,193,3.0,No,No,No,sales,medium
2510,0.74,0.84,3.0,239,4.0,No,No,No,sales,medium
2511,0.62,0.87,5.0,149,3.0,No,No,No,sales,medium
2512,0.51,0.58,3.0,155,3.0,No,No,No,sales,low
2513,0.61,0.59,5.0,271,2.0,No,No,No,sales,low
2514,0.56,0.49,5.0,163,3.0,No,No,No,sales,low
2515,0.79,0.76,3.0,160,3.0,No,No,No,sales,low
2516,0.68,0.75,6.0,274,5.0,No,No,No,sales,low
2517,0.9,0.84,2.0,199,3.0,No,No,No,sales,low
2518,0.83,0.93,5.0,241,3.0,No,No,No,sales,low
2519,0.94,0.82,3.0,187,3.0,No,No,No,sales,low
2520,0.21,0.65,5.0,223,3.0,Yes,No,No,sales,low
2521,0.58,0.87,3.0,268,2.0,No,No,No,sales,low
2522,0.52,0.38,6.0,169,3.0,No,No,No,accounting,low
2523,0.18,0.67,5.0,285,5.0,No,No,No,accounting,low
2524,0.94,0.91,5.0,254,3.0,No,No,No,accounting,low
2525,0.69,0.5,3.0,208,4.0,No,No,No,hr,low
2526,0.65,0.83,4.0,218,3.0,No,No,No,hr,low
2527,0.46,0.62,2.0,187,3.0,No,No,No,hr,low
2528,0.72,0.62,4.0,256,3.0,No,No,No,hr,low
2529,0.3,0.37,6.0,278,3.0,No,No,No,technical,low
2530,0.51,0.51,4.0,204,2.0,No,No,No,technical,low
2531,0.43,0.75,3.0,108,2.0,No,No,No,technical,low
2532,0.56,0.94,3.0,226,2.0,No,No,No,technical,low
2533,0.63,0.91,4.0,246,3.0,No,No,No,technical,medium
2534,0.61,0.55,5.0,260,3.0,No,No,No,technical,medium
2535,0.53,0.73,4.0,248,2.0,No,No,No,technical,medium
2536,0.87,0.75,3.0,132,3.0,No,No,No,technical,medium
2537,0.68,0.7,4.0,185,4.0,No,No,No,technical,medium
2538,0.78,0.84,3.0,269,2.0,No,No,No,technical,medium
2539,0.49,0.95,4.0,156,2.0,No,No,No,technical,medium
2540,0.96,0.81,3.0,212,3.0,No,No,No,support,medium
2541,0.83,0.74,3.0,221,2.0,No,No,No,support,medium
2542,0.48,0.67,5.0,273,3.0,No,No,No,support,medium
2543,0.63,0.86,4.0,271,3.0,Yes,No,No,support,medium
2544,0.87,0.38,4.0,183,5.0,No,No,No,support,medium
2545,0.21,0.9,4.0,271,6.0,No,No,No,support,high
2546,0.79,0.58,5.0,165,3.0,No,No,No,support,low
2547,0.8,0.96,3.0,257,5.0,No,No,No,support,medium
2548,0.78,0.82,4.0,143,3.0,No,No,No,support,medium
2549,0.67,0.65,5.0,156,2.0,No,No,No,support,medium
2550,0.67,0.71,3.0,190,3.0,Yes,No,No,support,medium
2551,0.26,0.67,2.0,242,6.0,No,No,No,technical,low
2552,0.89,0.83,5.0,267,4.0,No,No,No,technical,low
2553,0.7,0.53,4.0,152,3.0,No,No,No,technical,low
2554,0.51,0.48,5.0,136,4.0,No,No,No,management,low
2555,0.53,0.88,3.0,157,3.0,No,No,No,IT,low
2556,0.76,0.51,4.0,281,3.0,No,No,No,IT,low
2557,0.86,0.93,5.0,208,2.0,No,No,No,IT,low
2558,0.63,0.96,5.0,152,3.0,No,No,No,IT,low
2559,0.58,0.86,5.0,271,3.0,No,No,No,IT,low
2560,0.58,0.83,4.0,163,3.0,Yes,No,No,product_mng,low
2561,0.9,0.82,4.0,136,3.0,No,No,No,product_mng,low
2562,0.79,0.57,4.0,233,2.0,No,No,No,product_mng,low
2563,0.8,0.74,4.0,221,4.0,No,No,No,product_mng,low
2564,0.53,0.65,2.0,189,2.0,Yes,No,No,IT,low
2565,0.52,0.84,2.0,226,3.0,No,No,No,RandD,low
2566,0.82,0.59,5.0,201,3.0,No,No,No,RandD,low
2567,0.68,0.9,2.0,133,4.0,No,No,No,RandD,low
2568,0.21,0.61,3.0,173,2.0,No,No,No,RandD,low
2569,0.81,0.5,4.0,152,3.0,Yes,No,No,RandD,low
2570,0.57,0.9,3.0,256,4.0,No,No,No,RandD,low
2571,0.99,0.72,3.0,119,2.0,Yes,No,No,marketing,low
2572,0.9,1.0,4.0,207,3.0,No,No,No,sales,medium
2573,0.76,0.64,3.0,189,3.0,No,No,No,accounting,medium
2574,0.56,0.92,4.0,172,2.0,No,No,No,support,medium
2575,0.5,0.93,6.0,150,3.0,Yes,No,No,technical,medium
2576,0.48,0.89,5.0,179,3.0,No,No,No,management,medium
2577,0.99,0.97,3.0,257,2.0,No,No,No,marketing,medium
2578,0.76,0.8,5.0,229,2.0,No,No,No,marketing,medium
2579,0.93,0.97,4.0,227,3.0,No,No,No,marketing,medium
2580,0.99,0.78,4.0,140,3.0,No,No,No,sales,medium
2581,0.85,0.78,4.0,251,3.0,No,No,No,sales,medium
2582,0.63,0.95,4.0,137,3.0,No,No,No,sales,medium
2583,0.63,0.78,3.0,153,3.0,Yes,No,No,sales,medium
2584,0.5,0.65,5.0,242,3.0,No,No,No,sales,high
2585,0.52,0.57,3.0,150,3.0,No,No,No,sales,low
2586,0.63,0.99,3.0,247,3.0,No,No,No,sales,medium
2587,0.78,0.5,4.0,212,2.0,No,No,No,sales,medium
2588,0.98,0.53,3.0,234,3.0,No,No,No,sales,medium
2589,0.14,1.0,5.0,174,5.0,No,No,No,sales,medium
2590,0.7,0.9,3.0,225,2.0,No,No,No,sales,low
2591,0.88,0.6,4.0,224,2.0,No,No,No,sales,low
2592,0.72,0.62,3.0,270,4.0,No,No,No,sales,low
2593,0.88,0.51,4.0,139,3.0,No,No,No,sales,low
2594,0.71,0.51,3.0,248,4.0,No,No,No,sales,low
2595,0.6,0.85,3.0,172,2.0,No,No,No,sales,low
2596,0.88,0.86,4.0,224,3.0,Yes,No,No,sales,low
2597,0.55,0.72,5.0,232,4.0,No,No,No,sales,low
2598,0.85,0.55,4.0,260,2.0,Yes,No,No,sales,low
2599,0.84,0.51,2.0,117,4.0,No,No,No,accounting,low
2600,0.91,0.61,4.0,243,2.0,Yes,No,No,accounting,low
2601,0.82,0.62,4.0,202,2.0,No,No,No,accounting,low
2602,0.6,0.91,2.0,168,4.0,No,No,No,hr,low
2603,0.89,0.71,5.0,194,3.0,No,No,No,hr,low
2604,0.6,0.97,4.0,219,4.0,Yes,No,No,hr,low
2605,0.64,0.52,4.0,207,3.0,No,No,No,hr,low
2606,0.93,0.88,4.0,177,3.0,No,No,No,technical,low
2607,0.81,0.99,3.0,239,2.0,Yes,No,No,technical,low
2608,0.31,0.49,4.0,165,3.0,Yes,No,No,technical,low
2609,0.68,0.69,4.0,225,2.0,No,No,No,technical,low
2610,0.78,0.59,3.0,212,2.0,No,No,No,technical,low
2611,0.44,0.42,4.0,159,4.0,No,No,No,technical,medium
2612,0.64,0.93,4.0,233,2.0,Yes,No,No,technical,medium
2613,0.81,0.63,4.0,108,6.0,No,No,No,technical,medium
2614,0.5,0.49,3.0,214,3.0,No,No,No,technical,medium
2615,0.69,0.61,5.0,229,3.0,No,No,No,technical,medium
2616,0.77,0.75,4.0,223,3.0,No,No,No,technical,medium
2617,0.69,0.56,4.0,178,3.0,No,No,No,support,medium
2618,0.87,0.68,4.0,246,2.0,No,No,No,support,medium
2619,0.85,0.91,4.0,145,3.0,No,No,No,support,medium
2620,0.83,0.83,4.0,224,4.0,No,No,No,support,medium
2621,0.68,0.51,3.0,259,3.0,No,No,No,support,medium
2622,0.78,0.65,4.0,207,2.0,No,No,No,support,medium
2623,0.78,0.89,3.0,253,3.0,No,No,No,support,high
2624,0.93,0.68,4.0,196,2.0,Yes,No,No,support,low
2625,0.54,0.75,3.0,240,3.0,No,No,No,support,medium
2626,0.76,0.56,3.0,255,3.0,No,No,No,support,medium
2627,0.4,0.72,3.0,139,2.0,No,No,No,support,medium
2628,0.73,0.81,3.0,168,2.0,No,No,No,technical,medium
2629,0.86,0.98,5.0,233,3.0,No,No,No,technical,low
2630,0.38,0.68,5.0,211,6.0,No,No,No,technical,low
2631,0.71,0.48,5.0,114,3.0,No,No,No,management,low
2632,0.58,0.97,5.0,202,2.0,No,No,No,IT,low
2633,0.67,0.59,3.0,177,3.0,Yes,No,No,IT,low
2634,0.55,0.76,4.0,233,4.0,No,No,No,IT,low
2635,0.76,0.98,2.0,111,2.0,No,No,No,IT,low
2636,0.7,0.82,3.0,178,3.0,No,No,No,IT,low
2637,0.66,0.46,4.0,204,4.0,No,No,No,product_mng,low
2638,0.96,0.72,3.0,272,3.0,No,No,No,product_mng,low
2639,0.6,0.77,4.0,157,4.0,No,No,No,product_mng,low
2640,0.54,0.94,5.0,229,3.0,Yes,No,No,product_mng,low
2641,0.85,0.9,5.0,202,3.0,No,No,No,IT,low
2642,0.96,0.84,3.0,264,3.0,No,No,No,RandD,low
2643,0.86,0.62,3.0,256,3.0,Yes,No,No,RandD,low
2644,0.53,0.87,3.0,151,2.0,No,No,No,RandD,low
2645,0.91,0.95,3.0,251,3.0,No,No,No,RandD,low
2646,0.33,0.7,5.0,271,4.0,No,No,No,RandD,low
2647,0.75,0.73,4.0,274,2.0,No,No,No,RandD,low
2648,0.97,0.8,3.0,169,3.0,No,No,No,marketing,low
2649,0.68,0.51,4.0,176,4.0,Yes,No,No,sales,low
2650,0.68,0.7,5.0,168,2.0,No,No,No,accounting,medium
2651,0.57,0.87,4.0,171,2.0,No,No,No,support,medium
2652,0.87,0.9,4.0,214,3.0,No,No,No,technical,medium
2653,0.5,0.91,5.0,224,2.0,Yes,No,No,management,medium
2654,0.76,0.59,3.0,191,4.0,No,No,No,marketing,medium
2655,0.79,0.61,5.0,96,4.0,No,No,No,marketing,medium
2656,0.17,0.9,6.0,217,6.0,Yes,No,No,marketing,medium
2657,0.6,0.62,4.0,135,2.0,Yes,No,No,sales,medium
2658,0.89,0.67,3.0,226,3.0,No,No,No,sales,medium
2659,0.69,0.87,3.0,202,2.0,No,No,No,sales,medium
2660,0.68,0.85,2.0,180,6.0,No,No,No,sales,medium
2661,0.61,0.87,5.0,174,4.0,No,No,No,sales,medium
2662,0.63,0.5,3.0,140,2.0,No,No,No,sales,high
2663,0.5,0.96,4.0,147,3.0,No,No,No,sales,low
2664,0.49,0.74,2.0,263,3.0,Yes,No,No,sales,medium
2665,0.83,0.55,5.0,261,5.0,No,No,No,sales,medium
2666,0.59,0.71,2.0,176,2.0,Yes,No,No,sales,medium
2667,0.75,0.93,2.0,98,5.0,No,No,No,sales,medium
2668,0.66,0.48,3.0,192,3.0,Yes,No,No,sales,low
2669,0.68,0.51,4.0,157,3.0,No,No,No,sales,low
2670,0.73,0.58,5.0,230,3.0,No,No,No,sales,low
2671,0.98,0.53,4.0,192,2.0,Yes,No,No,sales,low
2672,0.86,0.65,3.0,161,3.0,No,No,No,sales,low
2673,0.5,0.55,3.0,176,3.0,No,No,No,sales,low
2674,0.76,0.76,3.0,216,3.0,No,No,No,sales,low
2675,0.3,0.47,4.0,176,2.0,No,No,No,sales,low
2676,0.3,0.86,3.0,276,5.0,Yes,No,No,accounting,low
2677,0.64,0.59,3.0,174,3.0,Yes,No,No,accounting,low
2678,0.59,0.75,3.0,106,2.0,No,No,No,accounting,low
2679,0.85,0.63,4.0,154,3.0,No,No,No,hr,low
2680,0.76,0.93,3.0,271,5.0,No,No,No,hr,low
2681,0.63,0.5,5.0,246,2.0,No,No,No,hr,low
2682,0.65,0.86,4.0,264,2.0,Yes,No,No,hr,low
2683,0.43,0.68,3.0,197,2.0,No,No,No,technical,low
2684,0.83,0.56,4.0,165,2.0,No,No,No,technical,low
2685,0.49,0.77,4.0,218,2.0,No,No,No,technical,low
2686,0.67,0.73,3.0,203,2.0,No,No,No,technical,low
2687,0.9,0.47,2.0,107,6.0,Yes,No,No,technical,low
2688,0.83,0.96,3.0,179,2.0,No,No,No,technical,low
2689,0.92,0.84,5.0,264,3.0,No,No,No,technical,medium
2690,0.83,0.7,5.0,154,3.0,No,No,No,technical,medium
2691,0.64,0.55,4.0,167,3.0,Yes,No,No,technical,medium
2692,0.93,0.97,4.0,158,3.0,Yes,No,No,technical,medium
2693,0.6,0.87,4.0,227,3.0,Yes,No,No,technical,medium
2694,0.74,0.69,3.0,230,2.0,No,No,No,support,medium
2695,0.56,0.75,5.0,143,5.0,No,No,No,support,medium
2696,0.61,0.77,4.0,142,3.0,No,No,No,support,medium
2697,0.63,0.62,4.0,184,4.0,No,No,No,support,medium
2698,0.24,0.62,5.0,169,4.0,No,No,No,support,medium
2699,0.17,0.56,5.0,218,4.0,Yes,No,No,support,medium
2700,0.46,0.64,2.0,121,3.0,No,No,No,support,medium
2701,0.68,0.48,4.0,251,4.0,No,No,No,support,high
2702,0.68,0.6,2.0,192,6.0,No,No,No,support,low
2703,0.16,0.71,6.0,227,5.0,No,No,No,support,medium
2704,0.15,0.56,6.0,140,5.0,No,No,No,support,medium
2705,0.55,0.49,3.0,152,2.0,No,No,No,technical,medium
2706,0.72,0.66,4.0,202,4.0,No,No,No,technical,medium
2707,0.91,0.89,2.0,219,4.0,No,No,No,technical,low
2708,0.3,0.91,4.0,248,4.0,No,No,No,management,low
2709,0.56,0.68,5.0,203,2.0,No,No,No,IT,low
2710,0.94,0.94,3.0,255,3.0,No,No,No,IT,low
2711,0.82,0.63,5.0,177,3.0,No,No,No,IT,low
2712,0.66,0.86,5.0,185,3.0,No,No,No,IT,low
2713,0.74,0.64,4.0,101,6.0,Yes,No,No,IT,low
2714,0.63,0.5,3.0,246,3.0,No,No,No,product_mng,low
2715,0.65,0.42,6.0,220,2.0,No,No,No,product_mng,low
2716,0.56,0.81,3.0,145,2.0,No,No,No,product_mng,low
2717,0.32,0.73,6.0,194,5.0,No,No,No,product_mng,low
2718,0.8,0.9,4.0,241,2.0,No,No,No,IT,low
2719,0.34,0.87,6.0,175,4.0,No,No,No,RandD,low
2720,0.62,0.71,5.0,149,2.0,No,No,No,RandD,low
2721,0.5,0.86,3.0,253,2.0,No,No,No,RandD,low
2722,0.58,0.98,5.0,218,3.0,No,No,No,RandD,low
2723,0.94,0.9,2.0,263,3.0,No,No,No,RandD,low
2724,0.67,0.99,4.0,247,3.0,Yes,No,No,RandD,low
2725,0.2,0.74,6.0,148,4.0,No,No,No,marketing,low
2726,0.91,0.59,5.0,162,2.0,No,No,No,sales,low
2727,0.91,0.67,2.0,255,4.0,No,No,No,accounting,low
2728,0.78,0.87,3.0,191,3.0,Yes,No,No,support,medium
2729,0.82,0.55,3.0,217,4.0,Yes,No,No,technical,medium
2730,0.54,0.96,3.0,201,3.0,No,No,No,management,medium
2731,0.53,0.81,3.0,253,3.0,No,No,No,marketing,medium
2732,0.47,0.55,4.0,122,5.0,Yes,No,No,marketing,medium
2733,0.87,0.5,3.0,269,3.0,No,No,No,marketing,medium
2734,0.5,0.68,4.0,161,3.0,No,No,No,sales,medium
2735,0.59,0.83,3.0,156,2.0,No,No,No,sales,medium
2736,0.89,0.69,3.0,173,3.0,No,No,No,sales,medium
2737,0.54,0.49,4.0,152,3.0,Yes,No,No,sales,medium
2738,0.62,0.85,3.0,145,3.0,No,No,No,sales,medium
2739,0.91,0.85,3.0,248,3.0,No,No,No,sales,medium
2740,0.84,0.99,2.0,184,2.0,No,No,No,sales,high
2741,0.69,0.65,4.0,232,2.0,Yes,No,No,sales,low
2742,0.76,0.63,3.0,162,2.0,No,No,No,sales,medium
2743,0.8,0.54,4.0,269,3.0,No,No,No,sales,medium
2744,0.4,0.47,5.0,108,3.0,No,No,No,sales,medium
2745,0.8,0.99,3.0,248,3.0,Yes,No,No,sales,medium
2746,0.76,0.4,2.0,122,5.0,No,No,No,sales,low
2747,0.55,0.9,4.0,273,2.0,Yes,No,No,sales,low
2748,0.98,0.63,3.0,285,6.0,No,No,No,sales,low
2749,0.54,0.56,4.0,227,3.0,No,No,No,sales,low
2750,0.63,0.56,4.0,248,2.0,Yes,No,No,sales,low
2751,0.88,0.63,3.0,257,3.0,No,No,No,sales,low
2752,0.5,0.95,5.0,194,3.0,No,No,No,sales,low
2753,0.52,0.72,3.0,253,3.0,No,No,No,accounting,low
2754,0.89,0.95,4.0,141,3.0,No,No,No,accounting,low
2755,0.55,0.9,4.0,199,3.0,No,No,No,accounting,low
2756,0.51,0.81,3.0,143,2.0,No,No,No,hr,low
2757,0.35,0.52,5.0,244,3.0,No,No,No,hr,low
2758,0.54,0.71,5.0,173,2.0,No,No,No,hr,low
2759,0.72,0.84,4.0,186,3.0,No,No,No,hr,low
2760,0.61,0.93,2.0,247,3.0,No,No,No,technical,low
2761,0.17,0.93,3.0,218,4.0,No,No,No,technical,low
2762,0.71,0.88,3.0,140,2.0,No,No,No,technical,low
2763,0.88,0.52,4.0,166,2.0,No,No,No,technical,low
2764,0.48,1.0,3.0,216,2.0,No,No,No,technical,low
2765,0.16,0.97,6.0,235,3.0,No,No,No,technical,low
2766,0.62,0.72,3.0,188,3.0,No,No,No,technical,low
2767,0.59,0.47,3.0,143,2.0,No,No,No,technical,medium
2768,0.14,0.9,4.0,198,4.0,No,No,No,technical,medium
2769,0.96,0.92,4.0,148,3.0,No,No,No,technical,medium
2770,0.96,0.42,6.0,101,4.0,No,No,No,technical,medium
2771,0.13,0.89,4.0,249,6.0,Yes,No,No,support,medium
2772,0.64,0.61,5.0,249,3.0,Yes,No,No,support,medium
2773,0.64,0.67,5.0,198,2.0,Yes,No,No,support,medium
2774,0.57,0.72,3.0,202,3.0,Yes,No,No,support,medium
2775,0.49,1.0,3.0,176,3.0,No,No,No,support,medium
2776,0.89,0.79,4.0,133,2.0,No,No,No,support,medium
2777,0.94,0.75,5.0,238,2.0,No,No,No,support,medium
2778,0.51,0.58,2.0,181,4.0,No,No,No,support,medium
2779,0.8,0.85,5.0,242,3.0,No,No,No,support,high
2780,0.74,0.51,4.0,185,2.0,Yes,No,No,support,low
2781,0.66,0.85,4.0,237,3.0,Yes,No,No,support,medium
2782,0.66,0.99,5.0,244,3.0,No,No,No,technical,medium
2783,0.59,0.62,3.0,178,4.0,No,No,No,technical,medium
2784,0.91,0.57,3.0,164,3.0,No,No,No,technical,medium
2785,0.83,0.98,5.0,189,4.0,Yes,No,No,management,low
2786,0.5,0.91,3.0,212,2.0,No,No,No,IT,low
2787,0.69,0.97,4.0,233,3.0,No,No,No,IT,low
2788,0.87,0.91,5.0,268,3.0,No,No,No,IT,low
2789,0.37,0.43,2.0,155,2.0,No,No,No,IT,low
2790,0.9,0.98,4.0,257,3.0,No,No,No,IT,low
